company_name;industry;address;phone;website;municipality;data_source;source_file
Jorge Matos-decorações De Interiores Lda.;Interior designer;R. Encarnação Coelho 18, 2830-222 Barreiro, Portugal;+351 21 289 4048;http://www.armazemmestreandre.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Bruno Barreiro Arq&Design;Architect;Av. São Lourenço n.º 13, 3770-018 Bustos, Portugal;+351 913 603 665;;barreiro;Google Maps;google_maps_barreiro.csv
Miguel Amado Arquitectos (Sede);Architect;R. Álvaro Velho 9, 2830-327 Barreiro, Portugal;+351 21 599 7799;http://www.miguelamadoarquitectos.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Lusoplan-estudos E Projectos Lda.;Architect;R. Miguel Bombarda 16, 2830-355 Barreiro, Portugal;+351 21 207 1800;;barreiro;Google Maps;google_maps_barreiro.csv
LA-ArchStudio;Architect;R. Santa Teresinha 17C, 2840-399 Seixal, Portugal;+351 968 112 842;http://www.la-archstudio.com/;barreiro;Google Maps;google_maps_barreiro.csv
MBDesign - Design elegante e Marketing funcional a valores Democráticos;Graphic designer;Av. Alfredo da Silva Nº51 2ºE, 2830-302 Barreiro, Portugal;+351 919 614 689;;barreiro;Google Maps;google_maps_barreiro.csv
PROJEPERTE;Architecture firm;R. Prof. Egas Moniz 34, 2830-357 Barreiro, Portugal;+351 21 088 0040;;barreiro;Google Maps;google_maps_barreiro.csv
Glim - Design de Interiores;Interior designer;R. Stara-Zagora 26 A, 2830-364 Barreiro, Portugal;+351 21 246 0108;http://www.glim.pt/;barreiro;Google Maps;google_maps_barreiro.csv
DD_Design2k16;Graphic designer;R. Camilo Castelo Branco 8 Sala 1, 2830-328 Barreiro, Portugal;+351 933 883 546;;barreiro;Google Maps;google_maps_barreiro.csv
Mariana Rocha Pires Arquitectura integrativa;Architect;R. Duarte Pacheco Pereira, 2830-192 Palhais, Portugal;+351 934 883 599;https://marianarochapires.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Hori Studio Design;Graphic designer;R. Dr. Manuel de Arriaga 84 1º Esquerdo, 2830-079 Barreiro, Portugal;+351 932 228 348;https://www.studiohori.com/formulario-de-cliente;barreiro;Google Maps;google_maps_barreiro.csv
Casa Blumus;Graphic designer;Tv. Padre Abílio Mendes, 2830-377 Barreiro, Portugal;+351 961 260 238;http://www.casablumus.com/;barreiro;Google Maps;google_maps_barreiro.csv
Miguel Amado Arquitectos;Architect;R. Nova do Almada 59, 1200-102 Lisboa, Portugal;+351 21 599 7799;http://www.miguelamadoarquitectos.pt/;barreiro;Google Maps;google_maps_barreiro.csv
O Coelho Designer;Graphic designer;R. Dr. Miguel Bombarda, 2835-431 Barreiro, Portugal;+351 962 185 527;;barreiro;Google Maps;google_maps_barreiro.csv
amici designer;Graphic designer;R. Dr. António José de Almeida 67, 2830-341 Barreiro, Portugal;;http://www.amicidesigner.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Fórum Barreiro;Department store;R. Stara-Zagora 1, 2830-364 Barreiro, Portugal;+351 21 206 8900;https://www.forumbarreiro.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Cilindro Gráfico - Artes Gráficas, Lda;Graphic designer;Rua 48, 13, Quimiparque Aptd. 5087, Barreiro, Setúbal, Portugal;+351 919 455 881;https://filmesp.wixsite.com/website-35;barreiro;Google Maps;google_maps_barreiro.csv
Nooba Empreendimento;Apartment building;Rua de Maputo, S/N, Stand Nooba, Barreiro, Santo André, 2830-181, Portugal;+351 963 794 436;https://nooba.pt/;barreiro;Google Maps;google_maps_barreiro.csv
Jornal Rostos - o seu diário digital;Newspaper publisher;Rua Miguel Bombarda, C Bombarda N74 C Loja 24, 2830-355 Barreiro, Portugal;+351 21 206 6758;https://www.rostos.pt/;barreiro;Google Maps;google_maps_barreiro.csv
G.H;Graphic designer;Rua da Estremadura, 2835-746 Barreiro, Portugal;;;barreiro;Google Maps;google_maps_barreiro.csv
Criações Ilustra;Graphic designer;;+351 969 743 803;;barreiro;Google Maps;google_maps_barreiro.csv
Raposa dos Jardins - Jardinagem & Paisagismo;Gardener;;+351 936 386 145;https://www.raposadosjardins.pt/;barreiro;Google Maps;google_maps_barreiro.csv
ARQ.CASTELA _Arquitectura & Enhenharia Lda;Architect;;+351 968 070 438;;barreiro;Google Maps;google_maps_barreiro.csv
HBD Design e Publicidade;Graphic designer;Rua Boaventura Duarte, 2550-008 Cadaval, Portugal;+351 915 412 822;;mafra;Google Maps;google_maps_cadaval.csv
Arquitectura Em Movimento, Unipessoal Lda.;Landscaper;R. 25 de Abril 23, 2550-165 Cadaval, Portugal;+351 262 185 300;;mafra;Google Maps;google_maps_cadaval.csv
Rui Viola Arquitecto, Lda;Architect;Praça José Pereira de Carvalho, 2540-044 Bombarral, Portugal;+351 262 604 095;;mafra;Google Maps;google_maps_cadaval.csv
uNico;Interior designer;;+351 969 493 183;https://www.unicotuin.com/;mafra;Google Maps;google_maps_cadaval.csv
Nora - Arquitetura Paisagista, Lda;Landscape architect;Largo Nossa Sra. da Purificação 15, Famões, 2540-189 Bombarral, Portugal;+351 932 775 282;;mafra;Google Maps;google_maps_cadaval.csv
IGBX Arquitectos;Corporate office;Avenida Inocência Cairel Simão Nº21 R/C Esq. Lote 4, 2540-003 Bombarral, Portugal;+351 917 009 757;http://www.igbxarquitectos.com/;mafra;Google Maps;google_maps_cadaval.csv
Cadaval-Solà Morales;Architect;Avenir #1a ppal 1a, 08006 Barcelona, Spain;+34 934 14 37 14;http://www.ca-so.com/;mafra;Google Maps;google_maps_cadaval.csv
Manuel Tojal Architects;Architect;R dos Heróis da Grande Guerra 33 LJ - R/C, 2500-215 Caldas da Rainha, Portugal;+351 262 603 100;http://www.manuelcachaotojal.com/;mafra;Google Maps;google_maps_cadaval.csv
Broadway Malyan;Architect;Estação do Rossio, Largo do Duque de Cadaval 17 1.º Esq, 1200-160 Lisboa, Portugal;+351 21 321 9440;http://www.broadwaymalyan.com/;mafra;Google Maps;google_maps_cadaval.csv
Brindes M&L Personalizados;Graphic designer;;+351 962 434 800;https://www.brindesml.com/;mafra;Google Maps;google_maps_cadaval.csv
David Ferreira;Architect;R. Bernardo Martins 43, 2550-380, Portugal;+351 915 140 808;http://www.davfre.jimdofree.com/;mafra;Google Maps;google_maps_cadaval.csv
Urban Obras Cascais CS;Architecture firm;Av. 25 de Abril 805 1º B, 2750-514 Cascais, Portugal;+351 21 592 4641;http://www.urbanobras.pt/;cascais;Google Maps;google_maps_cascais.csv
LCAS Architecture;Architect;R. António da Silva 31 R/C Esq, 2750-101 Cascais, Portugal;+351 21 052 0881;https://www.lcas.pt/;cascais;Google Maps;google_maps_cascais.csv
AtelierAP;Architect;Av. 25 de Abril 127, 2750-513 Cascais, Portugal;+351 21 486 1032;http://atelierap.pt/;cascais;Google Maps;google_maps_cascais.csv
Monark Lda;Architecture firm;Av. 25 de Abril 1011 llote 69, 2750-512 Cascais, Portugal;+351 935 370 286;https://www.instagram.com/monarkarchitecturedesign/;cascais;Google Maps;google_maps_cascais.csv
Madeiguincho - Atelier de Madeira est. 1990;Carpenter;R. Casal Queimado 12, 2750-492 Cascais, Portugal;+351 917 161 865;http://www.madeiguincho.pt/;cascais;Google Maps;google_maps_cascais.csv
João Pedro Quaresma- Arquiteto, Certified Passive House Designer;Architect;A Rua D José de Avilêz 141, Bloco B 1º, Dt, 2750-398 Cascais, Portugal;+351 969 025 969;http://www.nurture-ad.pt/;cascais;Google Maps;google_maps_cascais.csv
Gil Graça - Arquitectos Associados, Lda.;Architect;Av. 25 de Abril 184 1ºA, 2750-511 Cascais, Portugal;+351 21 486 1011;;cascais;Google Maps;google_maps_cascais.csv
Ivan Rezende;Architect;R. de Sant'Ana 109, 2750-642 Cascais, Portugal;+351 939 687 196;http://www.ivanrezendearquitetura.com/;cascais;Google Maps;google_maps_cascais.csv
Aartium | Architecture and Interior Projects;Interior designer;R. António Sérgio 187, Cobre, 2750-555 Cascais, Portugal;+351 911 530 580;https://www.aartium.com/;cascais;Google Maps;google_maps_cascais.csv
Unique Projects;Architect;R. Estrelícias 107, 2750-228 Cascais, Portugal;+351 917 604 939;https://uniqueprojects.pt/;cascais;Google Maps;google_maps_cascais.csv
Margarida Lacerda-arquitectura E Design Lda;Architect;Av. da Venezuela 471, 2750-642 Cascais, Portugal;+351 21 464 7231;http://margaridalacerda.com/;cascais;Google Maps;google_maps_cascais.csv
PROJECTAR - Arquitectos Associados;Architect;R. da Dourada nº12 1ºC, 2750-197 Cascais, Portugal;+351 21 486 5509;http://www.projectar.net/;cascais;Google Maps;google_maps_cascais.csv
juaw.arquitectura;Architect;R. Santo André n128 1o, 2750-122 Cascais, Portugal;+351 916 228 333;http://juaw.net/;cascais;Google Maps;google_maps_cascais.csv
oto arquitectos - Otoarq, Lda.;Architect;Beco Torto 10A, 2750-505 Cascais, Portugal;+351 21 383 0260;http://www.oto.pt/;cascais;Google Maps;google_maps_cascais.csv
Hartmann Associados-arquitectura E Design Lda;Architect;Av. Mal. Carmona 124, 2750-642 Cascais, Portugal;+351 21 483 0889;http://www.hartmannassociados.com/;cascais;Google Maps;google_maps_cascais.csv
Claudio Figueiredo Arquitectura E Artes Visuais, Lda.;Architect;Av. Infante Dom Henrique 514, 2750-156 Cascais, Portugal;+351 21 486 3494;;cascais;Google Maps;google_maps_cascais.csv
NEOPOLIS, arquitectura;Architect;R. Cap. Rei Vilar 378 Anexo, 2755-547 Alcabideche, Portugal;;;cascais;Google Maps;google_maps_cascais.csv
TRANSFORMA, Projectos, Construção, Imobiliário;Architect;Av. 25 de Abril 805, 2750-514 Cascais, Portugal;+351 21 806 0599;http://www.transforma.pt/;cascais;Google Maps;google_maps_cascais.csv
AQT arquitectos;Architecture firm;r/c B, R. João Infante 50, Cascais, Portugal;+351 21 482 8470;https://www.arquitronica.pt/;cascais;Google Maps;google_maps_cascais.csv
Arquitronica - Arquitectura E Consultoria, Lda.;Architect;R. João Infante 78, 2750-169 Cascais, Portugal;+351 21 482 8470;http://www.arquitronica.pt/;cascais;Google Maps;google_maps_cascais.csv
ARQ1TO1 - Rosario Alas Architecture & Interiors;Interior architect office;avenida nossa senhora cabo 101 Casa da guia - Sala nº 5, 2750-374 Cascais, Portugal;+351 933 107 849;http://www.arq1to1.com/;cascais;Google Maps;google_maps_cascais.csv
Fusion-Interior Design;Interior designer;Av. Eng. Adelino Amaro da Costa 1353, 2750-280 Cascais, Portugal;+351 919 434 049;http://www.fusion.pt/?lang=pt;cascais;Google Maps;google_maps_cascais.csv
Vilaça Interiores - Cascais;Interior designer;Marina de Cascais Loja 16, 2750-642 Cascais, Portugal;+351 253 605 440;https://vilacainteriores.com/;cascais;Google Maps;google_maps_cascais.csv
Lugar Vivo;Architect;Av. Eng. Adelino Amaro da Costa 189 loja c, 2750-279 Cascais, Portugal;+351 21 441 7065;http://www.lugarvivo.pt/;cascais;Google Maps;google_maps_cascais.csv
AXIS Studio Arquitetura Lda;Architect;DNA Cascais, R. Cruz de Popa Escritório 20, 2645-449 Alcabideche, Portugal;+351 919 499 837;;cascais;Google Maps;google_maps_cascais.csv
Ghf-gabinete De Arquitectura, Lda.;Architect;Av. Valbom 28 1º dtº, 2750-508 Cascais, Portugal;+351 21 483 3792;;cascais;Google Maps;google_maps_cascais.csv
pele atelier;Architecture firm;R. do Farol 349, 2750-341 Cascais, Portugal;;https://peleatelier.com/;cascais;Google Maps;google_maps_cascais.csv
Oceanteriors;Interior designer;Marina de Cascais 125, 2750-800 Cascais, Portugal;+351 925 264 265;https://www.oceanteriors.com/;cascais;Google Maps;google_maps_cascais.csv
Urban Obras Cascais LS - Obras e Remodelações;Remodeler;R. Carlos Anjos 615 D, 2645-177 Alcabideche, Portugal;+351 21 588 1168;https://www.urbanobras.pt/;cascais;Google Maps;google_maps_cascais.csv
Naturethos;Architect;R. Freitas Reis 26B, 2750-642 Cascais, Portugal;;;cascais;Google Maps;google_maps_cascais.csv
Fernando Hipólito-arquitectura,interiores E Decoração Lda;Architect;Tv. Alfarrobeira 10, 2750-285 Cascais, Portugal;+351 21 483 9620;;cascais;Google Maps;google_maps_cascais.csv
Puga Arquitectos;Architecture firm;Lacs Cascais, Estr. Malveira da Serra 920, 2750-834 Cascais, Portugal;+351 932 342 179;;cascais;Google Maps;google_maps_cascais.csv
Curioustarget LDA;Interior designer;Largo da Estação 4, 2750-335 Cascais, Portugal;+351 916 281 898;https://www.daao.pt/;cascais;Google Maps;google_maps_cascais.csv
Contacto Atlântico - Architects;Architecture firm;Av. Marginal 6912 1º, 2765-587 Estoril, Portugal;+351 21 468 2493;http://contactoatlantico.com/;cascais;Google Maps;google_maps_cascais.csv
SD Interior Design;Interior designer;R. de Alvide 63C, 2750-291 Cascais, Portugal;+351 21 467 1112;https://homefashionbysd.com/;cascais;Google Maps;google_maps_cascais.csv
Francisco Tojal Arquitectos;Architecture firm;Avenida 25 de abril Edifício Navegador, nº1011 - loja 68 - A, 2750-515 Cascais, Portugal;;http://www.franciscotojal.com/;cascais;Google Maps;google_maps_cascais.csv
Dpto.Kriativo - Arquitetura e Imagem;Architect;R. Mário Clarel 119 1 andar, 2750-673 Cascais, Portugal;+351 911 131 240;http://www.dptokriativo.com/;cascais;Google Maps;google_maps_cascais.csv
Viktoria Nobre;Architect;Av. Dr. Morais Sarmento 197, 2755-285 Alcabideche, Portugal;+351 910 206 968;;cascais;Google Maps;google_maps_cascais.csv
Casa Sommer;Museum;Av. da República 132, 2750-298 Cascais, Portugal;+351 21 481 5759;https://www.cascais.pt/casa-sommer;cascais;Google Maps;google_maps_cascais.csv
Tetra Projetos;Architecture firm;Av. 25 de Abril, 1011C Galerias Navegador, store 53, Cascais, Portugal;+351 927 605 778;http://tetraprojetos.com.br/;cascais;Google Maps;google_maps_cascais.csv
m2r2 architecture;Architect;Av. da República 120 A, 2750-158 Oeiras, Portugal;+351 963 974 783;https://www.facebook.com/m2r2architecture/;cascais;Google Maps;google_maps_cascais.csv
Gta - Gabinete Técnico De Arquitectura E Engenharia, Lda;Architect;Av. Manuel Júlio Carvalho e Costa 15, 2750-331 Cascais, Portugal;+351 21 484 7770;https://www.anteprojectos.com.pt/empresa/535/gta-gabinete-tecnico-de-arquitectura-e-engenharia-lda/;cascais;Google Maps;google_maps_cascais.csv
CALLA Arquitetas;Architect;Av. Sabóia 737 A, Monte Estoril, 2765-581 Estoril, Portugal;+351 919 371 357;http://www.calla.pt/;cascais;Google Maps;google_maps_cascais.csv
Estúdio Mameluca;Furniture manufacturer;Rua da Quinta Bancada Norte, 2750-004 Cascais, Portugal;+351 21 050 9875;http://www.mameluca.com/;cascais;Google Maps;google_maps_cascais.csv
Zutto Design Store;Interior designer;Marina de Cascais 32 A/B, 2750-800 Cascais, Portugal;+351 21 390 0846;;cascais;Google Maps;google_maps_cascais.csv
Regino Cruz-Arquitectos E Consultores, S.A.;Architecture firm;Av. Portugal 154, 2765-272 Estoril, Portugal;+351 21 467 9700;http://www.reginocruz.com/;cascais;Google Maps;google_maps_cascais.csv
Palacete Seixas;Tourist attraction;R. Fernandes Thomás 2, 2750-642 Cascais, Portugal;;http://www.monumentos.gov.pt/site/app_pagesuser/sipa.aspx?id=22648;cascais;Google Maps;google_maps_cascais.csv
Áreacôr - Projectos e Interiores Lda;Architecture firm;Av. Sabóia 713E, 2765-581 Estoril, Portugal;+351 21 096 3693;;cascais;Google Maps;google_maps_cascais.csv
mmX arquitetura;Architect;Rua do Viveiro 216b, 2765-294 Estoril, Portugal;;;cascais;Google Maps;google_maps_cascais.csv
Capinha Lopes - Consulting, Gestão e Administração De Projectos, Lda.;Architecture firm;Estrada da Ribeira 236, 2755-290 Alcabideche, Portugal;+351 21 865 0010;http://www.capinha-lopes.pt/;cascais;Google Maps;google_maps_cascais.csv
Cerejeiro - Arquitectura Paisagista E Consultoria Ambiental, Lda.;Architect;R. António Nobre 221, 2750-163 Cascais, Portugal;+351 21 854 4424;http://ceregeiro.com/;cascais;Google Maps;google_maps_cascais.csv
My Spot - Designer Vera Sota - Design Studio & Shop Store;Interior designer;R. Afonso Sanches 37, 2750-282 Cascais, Portugal;+351 913 890 686;;cascais;Google Maps;google_maps_cascais.csv
darq - Arquitectura, Design, 3D;Architectural designer;R. Amílcar Alves de Carvalho 35, 2765-614 Estoril, Portugal;+351 933 406 315;http://www.darq.com.pt/;cascais;Google Maps;google_maps_cascais.csv
AQUA LUME;Interior designer;R. de Sant'Ana 1691, 2750-576 Cascais, Portugal;+351 960 409 365;;cascais;Google Maps;google_maps_cascais.csv
InsideOut | real estate | interior | landscape design;Design agency;R. Poço 14B, 2645-536 Alcabideche, Portugal;+351 936 803 874;https://www.insideoutdesign.co/#contacts;cascais;Google Maps;google_maps_cascais.csv
Casa Viva Obras;Construction company;R. da Torre 1030, 2750-752 Cascais, Portugal;+351 961 759 397;http://www.casavivaobras.pt/;cascais;Google Maps;google_maps_cascais.csv
REBECCA LEON - ARCHITECTURE & INTERIOR DESIGN;Architecture firm;Av. Sabóia 486, 2765-277 Estoril, Portugal;+351 917 883 551;http://www.rebeccaleoninteriors.com/;cascais;Google Maps;google_maps_cascais.csv
PROA Arquitectura & Design;Architect;R. Lisboa 5 Loja 33, 2765-240 Estoril, Portugal;+351 914 149 619;;cascais;Google Maps;google_maps_cascais.csv
Scarlatti Architecture;Architect;;+351 967 412 525;;cascais;Google Maps;google_maps_cascais.csv
AHRB ATELIER Projetos de arquitetura;Architect;;;https://ahrbatelier.wixsite.com/home;cascais;Google Maps;google_maps_cascais.csv
Chalet Ficalho;;Av. Emídio Navarro 211, 2750-337 Cascais, Portugal;+351 927 513 816;http://www.chaletficalho.com/;cascais;Google Maps;google_maps_cascais.csv
Studio Cobogó PT;Architect;;;https://studiocobogo.pt/;cascais;Google Maps;google_maps_cascais.csv
TERRIORD - Urbanismo e Ordenamento do Território;Architect;R. Cesaltina Fialho Gouveia 703, 2645-038 Cascais, Portugal;+351 21 464 8250;https://www.terriord.pt/;cascais;Google Maps;google_maps_cascais.csv
Casa das Histórias Paula Rego;Museum;Av. da República 300, 2750-475 Cascais, Portugal;+351 21 482 6970;https://bairrodosmuseus.cascais.pt/list/museu/casa-das-historias-paula-rego;cascais;Google Maps;google_maps_cascais.csv
MKC architects;Architect;Rua do Mato Verde 503, Bicesse, 2645-351 Alcabideche, Portugal;+351 968 819 972;https://www.mkcarchitects.com/;cascais;Google Maps;google_maps_cascais.csv
TELA em Portugal;Architect;;+351 916 811 910;https://www.instagram.com/telaemportugal/;cascais;Google Maps;google_maps_cascais.csv
H4U arquitectos;Architect;R. Vale de Santa Rita 32, 2765-293 Estoril, Portugal;;;cascais;Google Maps;google_maps_cascais.csv
Pureza Magalhães - decorações Sociedade Unipessoal Lda;Interior designer;Rua da, R. Ribeira das Vinhas 124 B2, 2750-477 Cascais, Portugal;+351 21 585 2190;;cascais;Google Maps;google_maps_cascais.csv
PONTO i - architecture | design | build;Architecture firm;Av. República 3000 Office B.25, 2649-517 Estoril, Portugal;+351 21 366 0912;https://pontoi.pt/;cascais;Google Maps;google_maps_cascais.csv
LC.SR;Architect;;;https://lcsr.pt/;cascais;Google Maps;google_maps_cascais.csv
Projetos 3D - Impressão, Modelação e Render 3D;Digital printer;Praceta Carlos Bonvalot 7B, 2750-557 Cascais, Portugal;+351 914 851 048;https://www.projetos3d.com/;cascais;Google Maps;google_maps_cascais.csv
Andrade Arquitectos;Architect;Pça António Gilberto de Andrade 60 1º andar, 2750-841 Cascais, Portugal;+351 21 482 1248;;cascais;Google Maps;google_maps_cascais.csv
CA | PA Atelier;Architecture firm;;+351 917 764 038;;cascais;Google Maps;google_maps_cascais.csv
Homes by Ucha;Interior designer;;+351 914 624 085;https://www.homesbyucha.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=3701257144626038220;cascais;Google Maps;google_maps_cascais.csv
OFICINA | LOJA | ATELIER;Architecture firm;Parede PT, Estr. Rebelva 1216 loja G, 2775-371 São Domingos de Rana, Portugal;+351 918 300 943;http://www.oficinalojaatelier.com/;cascais;Google Maps;google_maps_cascais.csv
Patine;Interior designer;;+351 919 739 111;http://www.patine.com/;cascais;Google Maps;google_maps_cascais.csv
FAZENDA CHOCOLATE;Interior designer;Av. 25 de Abril 510B, 2750-511 Cascais, Portugal;+351 913 853 383;http://www.fazendachocolate.com/;cascais;Google Maps;google_maps_cascais.csv
ISM/ Interior Design;Interior designer;Av. Sabóia 915a, Monte Estoril, 2765-279 Estoril, Portugal;+351 915 349 553;https://ism-interiordesign.pt/;cascais;Google Maps;google_maps_cascais.csv
Termotec-climatização Lda;Architect;Av. Itália 161 A, 2765-419 Estoril, Portugal;+351 21 466 5082;;cascais;Google Maps;google_maps_cascais.csv
Mirage Virtual Reality;Architecture firm;Av.Marginal 6912 R/C Estoril, 2765-587 Lisbon, Portugal;+351 917 323 748;http://www.miragevirtualreality.com/;cascais;Google Maps;google_maps_cascais.csv
Atelier De Arquitetura, Jorge Cruz Pinto e Cristina Mantas;Architecture firm;Rua do Banco, n° 18, Estoril 2765-397, 2765-397, Portugal;+351 926 234 422;http://www.cruzpinto.com/jcpcm/;cascais;Google Maps;google_maps_cascais.csv
João Bragança Arquitectos;Architect;;+351 910 852 577;http://www.joaobraganca.com/;cascais;Google Maps;google_maps_cascais.csv
Base Geométrica, Lda.;Architect;R. Raúl Brandão 47, 2765-548 Estoril, Portugal;+351 21 363 2920;;cascais;Google Maps;google_maps_cascais.csv
Wall Up;Corporate office;R. Terceira Idade N.11, 2645-260 Alcabideche, Portugal;+351 21 466 9135;http://www.wallup.pt/;cascais;Google Maps;google_maps_cascais.csv
cidades INvisíveis - arquitectura, arte e design;Architect;Av. Marginal 4580B, 2765-582 Estoril, Portugal;+351 938 429 051;http://www.cidadesinvisiveis.pt/;cascais;Google Maps;google_maps_cascais.csv
Teresa Prego Design;Interior designer;R. Angola 11, 2765-193 Estoril, Portugal;+351 21 464 7204;http://www.terezaprego.com/;cascais;Google Maps;google_maps_cascais.csv
Nurture-AD (João Pedro Quaresma);Architect;Av. República 3000 Escritório 2.08, Alcoitão, 2649-517 Alcabideche, Portugal;+351 969 025 969;https://www.nurture-ad.com/pt/home#ContactUs;cascais;Google Maps;google_maps_cascais.csv
N-arquitectos Lda;Architect;Edif. Estoril Garden, Av. Aida loja 813, 2765-187 Estoril, Portugal;+351 21 093 8911;;cascais;Google Maps;google_maps_cascais.csv
Riviera & Co;Interior designer;;+351 913 082 357;https://www.rivieraandco.com/;cascais;Google Maps;google_maps_cascais.csv
Saints at Sea - Cascais;Store;Praça 5 de Outubro 75, 2750-320 Cascais, Portugal;;https://www.saints-at-sea.com/;cascais;Google Maps;google_maps_cascais.csv
m.arq - ricardo moura arquitecto;Architect;Rua Barbosa do Bocage 52, 2750-021 Aldeia de Juso, Portugal;+351 962 404 516;https://www.m-arq.com/;cascais;Google Maps;google_maps_cascais.csv
DESENHO BRANCO;Interior designer;R. António Francisco 98, 2785-046 São Domingos de Rana, Portugal;+351 925 228 252;https://www.desenhobranco.com/web/contactos/;cascais;Google Maps;google_maps_cascais.csv
ARQSCJF - Arquitetura Engenharia e Construção, Lda;Architect;Alameda Beloura, 2710-706 Sintra, Portugal;+351 916 235 533;http://www.arqscjf.pt/;cascais;Google Maps;google_maps_cascais.csv
Ana Freire Architecture & Interiors;Interior designer;;+351 969 062 310;;cascais;Google Maps;google_maps_cascais.csv
Nbdesigns;Interior designer;;+351 969 662 881;;cascais;Google Maps;google_maps_cascais.csv
Prado Arquitectura;Architect;;+351 929 169 153;;cascais;Google Maps;google_maps_cascais.csv
EA Interiores;Interior designer;;+351 914 794 319;;cascais;Google Maps;google_maps_cascais.csv
Woodteck Designs;Interior designer;;+351 912 366 005;https://woodteckdesigns.com/;cascais;Google Maps;google_maps_cascais.csv
Camaleão Invisible Design;Interior designer;R. Avencas 239, 2765-062 Estoril, Portugal;+351 927 471 960;https://instagram.com/camaleao.invisibledesign?utm_medium=copy_link;cascais;Google Maps;google_maps_cascais.csv
Ideia Matriz-arquitectura E Urbanismo Lda;Architect;R. Dr. Alfredo da Costa 13, 1495-161 Lisboa, Portugal;+351 21 482 0119;http://www.ideiamatriz.pt/;cascais;Google Maps;google_maps_cascais.csv
pointOview;Architect;;+351 21 246 0690;http://www.pointoview.net/;cascais;Google Maps;google_maps_cascais.csv
João Brandão . Margarida Gomes, Arquitectos.pt;Architect;Quinta da Mira Serra, Estr. de Janas, 2710-265 Sintra, Portugal;+351 21 928 0781;http://www.jbmg-arquitectos.pt/;cascais;Google Maps;google_maps_cascais.csv
FOA Arquitetura;Architect;;+351 935 033 030;;cascais;Google Maps;google_maps_cascais.csv
COHERENT SUNDAY, LDA;Engineer;;+351 961 648 828;;cascais;Google Maps;google_maps_cascais.csv
CORKBRICK EUROPE;Furniture maker;DNA Cascais Cruz da Popa, 2645-449 Alcabideche, Portugal;+351 21 485 0020;http://www.corkbrick.com/;cascais;Google Maps;google_maps_cascais.csv
designstudio;Interior designer;R. Sacadura Cabral 377 B, 2765-553 Estoril, Portugal;+351 961 778 640;;cascais;Google Maps;google_maps_cascais.csv
Vila Arquitectos;Architect;R. António Tomás Botto 99 R/C, 2785-008 São Domingos de Rana, Portugal;+351 21 581 9332;http://www.vilaarquitectos.com/;cascais;Google Maps;google_maps_cascais.csv
ARCOLAGO, arquitetura e construção, lda.;Construction company;R. das Laranjeiras 41, 2645-345 Alcabideche, Portugal;+351 21 824 5270;;cascais;Google Maps;google_maps_cascais.csv
Palmer & Grego Arquitectos, Lda.;Architect;Av. da República 3000 Estoril, Office - Escritório 07, 2649-513 Alcabideche, Portugal;+351 21 486 7790;;cascais;Google Maps;google_maps_cascais.csv
52;Interior designer;R. Fonte da Carreira 350 Armazém B12, 2645-467 Alcabideche, Portugal;+351 21 464 7299;http://52.pt/;cascais;Google Maps;google_maps_cascais.csv
Célia Anica Arquitectura Lda;Architect;;;https://celiaanica.com/;cascais;Google Maps;google_maps_cascais.csv
HOMY - Home Design;Home goods store;Av. São Pedro 12B, 2765-445 Estoril, Portugal;+351 916 827 826;;cascais;Google Maps;google_maps_cascais.csv
MAAT - Museum of Art, Architecture and Technology;Museum;Av. Brasília, 1300-598 Lisboa, Portugal;+351 21 002 8130;https://www.maat.pt/pt;lisbon;Google Maps;google_maps_lisbon.csv
Lisbon Architecture Triennale;Non-profit organization;Office:, Campo de Santa Clara 142, 1100-474 Lisboa, Portugal;+351 21 803 8540;http://trienaldelisboa.com/;lisbon;Google Maps;google_maps_lisbon.csv
Faculty of Architecture, University of Lisbon;Architecture school;R. Sá Nogueira, 1349-063 Lisboa, Portugal;+351 21 361 5000;http://www.fa.ulisboa.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Gabinete de Arquitetura Lisboa - spacelovers;Architect;Calçada da Tapada 67 2E, 1300-546 Lisboa, Portugal;+351 969 010 330;https://spacelovers.pt/;lisbon;Google Maps;google_maps_lisbon.csv
Saraiva + Associados;Architect;Av. Infante Santo 69 A C, 1350-177 Lisboa, Portugal;+351 21 393 9340;http://www.saraivaeassociados.com/;lisbon;Google Maps;google_maps_lisbon.csv
Atelier Data;Architecture firm;R. São José 17, 1150-321 Lisboa, Portugal;+351 21 812 3838;http://www.atelierdata.com/;lisbon;Google Maps;google_maps_lisbon.csv
UMA Collective - Architecture;Architect;R. Diogo do Couto 1 9 andar esquerdo, 1100-194 Lisboa, Portugal;+351 21 805 2873;http://www.umacollective.pt/;lisbon;Google Maps;google_maps_lisbon.csv
PROMONTORIO;Architect;R. Fábrica de Material de Guerra 10, 1950-128 Lisboa, Portugal;+351 21 862 0970;https://www.promontorio.net/;lisbon;Google Maps;google_maps_lisbon.csv
